x	hx	logProbx	[]	[-sonorant,-ant]	[+sg]	[-nas,+lab]	[-sonorant,+ant]	[-cons,+cor]	[+sonorant,-cont]	[+cons,+dor]	[-high,-low]	[-sg,-ant]	[+cont,+voice,+cor]	[-voice,+ant,-secart]	[-syll,-nas][+cons]	[-syll][+wb]	[-low][+wb]	[+syll][+back]	[+wb][+syll]	[+syll,-low][+syll,-back]	[-syll,+sonorant][+cons,+sonorant]	[-syll][-voice]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-wb][+delrel,+lab]	[+wb][-syll,+sonorant]	[+cons,+lab][+low]	[+wb][+voice,-sg]	[+sonorant,-sg,+ant][+low]	[+high][][-high,-low]	[-high,-low][][+high]	[+low][][-high,-low]	[+wb][-nas,+dor][-back]	[-cont,+cor][-nas,+dor]	[-high,-back][][-high,-low,+back]	[-syll][+delrel,-sg]	[-delrel,+cor][][+wb]	[-ant][][+wb]	[-nas,+lab][][+wb]	[+delrel,+voice,+cor][][-sonorant]	violated_constraints
p a zh e t a	-10.933	-19.91	8	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+cons,+lab][+low], [+low][][-high,-low], [-delrel,+cor][][+wb], 
ts o k e b a	-6.111	-15.087	8	0	0	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-voice,+ant,-secart], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-nas,+lab][][+wb], 
g a w o dh a	-13.243	-22.22	8	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [+syll][+back], [+wb][+voice,-sg], [+low][][-high,-low], [-delrel,+cor][][+wb], 
ts e b e n a	-4.932	-13.909	8	0	0	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [-nas][-delrel,+voice,-sg], [+sonorant,-sg,+ant][+low], 
pf a k a dh a	-5.464	-14.441	8	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [+cons,+lab][+low], [-delrel,+cor][][+wb], 
ny e dzv a bv a	-9.881	-18.858	8	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
m i d u ch a	-6.001	-14.977	8	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-ant][][+wb], 
ts a y i ty a	-10.775	-19.752	8	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], [-sg,-ant], [-voice,+ant,-secart], [-delrel,+cor][][+wb], [-ant][][+wb], 
r o nh e dz a	-3.806	-12.783	8	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], 
n i ts i pf a	-7.587	-16.563	8	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-voice,+ant,-secart], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
w i sv e y a	-14.141	-23.118	8	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [-cons,+cor], [-high,-low], [+wb][-syll,+sonorant], [+high][][-high,-low], [+wb][-nas,+dor][-back], 
bh e j o tsv a	-23.586	-32.563	8	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [-high,-back][][-high,-low,+back], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
zv o k u zh a	-11.135	-20.111	8	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [-high,-low][][+high], [-ant][][+wb], 
f a dh a m a	-4.773	-13.75	8	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+lab][+low], 
nh o zh e n a	-8.91	-17.886	8	1	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], 
v o bv a ny a	-6.77	-15.747	8	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [-ant][][+wb], 
b e vh e ny a	-6.793	-15.77	8	0	1	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][+voice,-sg], [-ant][][+wb], 
bh a ch o j a	-13.465	-22.442	8	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [+low][][-high,-low], [-ant][][+wb], 
dh a t a pf a	-7.342	-16.319	8	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-wb][+delrel,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
vh a w u t a	-9.58	-18.557	8	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+syll][+back], [+cons,+lab][+low], [-delrel,+cor][][+wb], 
zv e nh o ny a	-22.584	-31.56	8	1	1	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-high,-back][][-high,-low,+back], [-ant][][+wb], 
z a bh a ts a	-7.562	-16.539	8	0	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [-voice,+ant,-secart], [+cons,+lab][+low], 
zh a ty a p a	-9.285	-18.261	8	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sg,-ant], [+cont,+voice,+cor], [+cons,+lab][+low], [-nas,+lab][][+wb], 
f o zh o n a	-5.703	-14.68	8	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [+sonorant,-sg,+ant][+low], 
h u mh a k a	-5.917	-14.894	8	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [+cons,+lab][+low], 
p a dzv u zh a	-10.085	-19.062	8	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-nas,+lab], [+cont,+voice,+cor], [+cons,+lab][+low], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
m u j i dy a	-11.48	-20.456	8	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	[], [-sonorant,-ant], [+sonorant,-cont], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
h u t i j a	-6.139	-15.116	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [-ant][][+wb], 
s u dy e pf a	-15.696	-24.673	8	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-sg,-ant], [-voice,+ant,-secart], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], 
w o b u m a	-6.059	-15.035	8	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-low][][+high], 
d i b i t a	-4.08	-13.057	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
sh u tsv u f a	-6.603	-15.579	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
ts u mh e y a	-12.937	-21.914	8	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [-cons,+cor], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [+high][][-high,-low], 
mh u n i g a	-4.904	-13.88	8	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
ny e bv o t a	-19.419	-28.396	8	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [-high,-back][][-high,-low,+back], [-delrel,+cor][][+wb], 
sh u g a y a	-6.204	-15.181	8	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-cons,+cor], [+cons,+dor], [-nas][-delrel,+voice,-sg], 
s u ts a sv a	-6.998	-15.974	8	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-voice,+ant,-secart], [-ant][][+wb], 
z u n u dz a	-2.041	-11.018	8	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cont,+voice,+cor], 
mh e h e f a	-9.343	-18.32	8	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
tsv a s u p a	-6.544	-15.52	8	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+cons,+lab][+low], [-nas,+lab][][+wb], 
sv o r o d a	-4.72	-13.696	8	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-nas][-delrel,+voice,-sg], [-delrel,+cor][][+wb], 
r u vh i f a	-7.181	-16.158	8	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
dh e p e dh a	-7.252	-16.229	8	0	2	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-delrel,+cor][][+wb], 
bh o sh e p a	-7.908	-16.884	8	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [-nas,+lab][][+wb], 
t o mh e m a	-3.539	-12.516	8	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cons,+lab][+low], 
dh u bh i zh a	-11.069	-20.045	8	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [-ant][][+wb], 
ny o w e zh a	-11.612	-20.589	8	1	0	1	0	0	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [+syll][+back], [+wb][-syll,+sonorant], [-ant][][+wb], 
ch i dh a sv a	-7.91	-16.887	8	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [-ant][][+wb], 
sv a dzv u ty a	-10.868	-19.845	8	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	[], [-sonorant,-ant], [-sg,-ant], [-delrel,+cor][][+wb], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
dzv u bh u n a	-7.631	-16.607	8	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [+sonorant,-sg,+ant][+low], [+delrel,+voice,+cor][][-sonorant], 
n a ch e j a	-12.18	-21.156	8	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], [+low][][-high,-low], [-ant][][+wb], 
y a sv o t a	-11.985	-20.962	8	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], [-high,-low], [+wb][-syll,+sonorant], [+low][][-high,-low], [-delrel,+cor][][+wb], 
bv u vh e nh a	-12.195	-21.171	8	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+wb][+voice,-sg], [+high][][-high,-low], 
ch a k a f a	-4.832	-13.808	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [+cons,+lab][+low], [-nas,+lab][][+wb], 
pf u w e mh a	-13.48	-22.457	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+syll][+back], [+cons,+lab][+low], [+high][][-high,-low], 
y i sv o n a	-13.043	-22.02	8	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-cons,+cor], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], [+high][][-high,-low], 
v u f i sv a	-5.215	-14.192	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+wb][+voice,-sg], [-ant][][+wb], 
tsv a n e w a	-11.883	-20.859	8	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+syll][+back], [+low][][-high,-low], [-nas,+lab][][+wb], 
ny a r e zh a	-11.665	-20.642	8	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [+low][][-high,-low], [-ant][][+wb], 
mh u b a sh a	-9.809	-18.786	8	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-ant][][+wb], 
zv e zh u ts a	-11.044	-20.021	8	2	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [-high,-low][][+high], 
ny e t u y a	-6.998	-15.974	8	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [-cons,+cor], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [-high,-low][][+high], 
ty u y a f a	-8.755	-17.732	8	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-cons,+cor], [-sg,-ant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
j a g u p a	-7.528	-16.505	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
ty u sv u g a	-5.512	-14.489	8	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+cons,+dor], [-sg,-ant], [-nas][-delrel,+voice,-sg], 
z i ch i mh a	-7.164	-16.14	8	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cont,+voice,+cor], [+cons,+lab][+low], 
f a t e f a	-8.705	-17.681	8	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cons,+lab][+low], [+low][][-high,-low], [-nas,+lab][][+wb], 
y a vh u ty a	-13.184	-22.16	8	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-cons,+cor], [-sg,-ant], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], [-ant][][+wb], 
tsv e dz u bh a	-10.74	-19.717	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
ty u N a dh a	-9.844	-18.821	8	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-sg,-ant], [+cons,+sonorant,+dor][+sonorant], [-delrel,+cor][][+wb], 
g a f a ty a	-7.93	-16.907	8	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-sg,-ant], [+cons,+lab][+low], [+wb][+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
j o p e j a	-7.356	-16.333	8	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
m u sh e h a	-10.946	-19.922	8	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+high][][-high,-low], 
k u dh a zh a	-8.091	-17.068	8	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+cons,+dor], [+cont,+voice,+cor], [-ant][][+wb], 
m i t a s a	-2.9	-11.876	8	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [-voice,+ant,-secart], [+wb][-syll,+sonorant], 
bh o nh u zh a	-12.911	-21.887	8	1	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-high,-low][][+high], [-ant][][+wb], 
zh o j e k a	-7.048	-16.025	8	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [+delrel,+voice,+cor][][-sonorant], 
ty a dh a vh a	-10.648	-19.625	8	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-sg,-ant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
ts i ny a w a	-8.287	-17.263	8	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-sg,-ant], [-voice,+ant,-secart], [+syll][+back], [-nas,+lab][][+wb], 
