x	hx	logProbx	[]	[+wb][+wb]	[+wb][+wb]	[-ant][]	[+sg]	[+high][-high]	[+wb][+back][+wb]	[-low][+wb]	[-wb][+lab]	[-syll,-cons]	[+ant,-secart][-wb]	[+sonorant,-cont]	[+wb][-back][+wb]	[+voice][-voice,+cor]	[+delrel,+lab]	[+wb][-back][+back]	[+cont,+voice][]	[+wb][+high,+back][+wb]	[-cont,+secart][]	[-syll,-nas][+cons]	[-high][+high,-back]	[+low][-low]	[-syll][+wb]	[+syll,+high][]	[-back][+back]	[-low][+low][+back]	[+wb][][+wb]	[+syll][+syll]	[-low][+wb]	[+wb][+syll,+back][-back]	[+wb][+syll]	[-syll][-voice]	[-syll,+sonorant][+cons,+sonorant]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-voice][-voice,+ant,-secart]	[-wb][-voice,+lab]	[+syll][+low]	[+sonorant,-ant][-syll,-nas]	[+lab][+cor]	[-nas][-ant]	[+dor][+cor]	[-cont,-sg,+lab][-high]	[+wb][-syll,+sonorant]	[+sonorant,-sg,+ant][+low]	[+syll,-low][-cons]	[+lab][][+wb]	[-low][-delrel,+cor][+low]	violated_constraints
dzv e sh u r a	-8.096	-17.038	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+voice][-voice,+cor], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
j i ny a ny a	-4.46	-13.402	8	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [+wb][][+wb], [-nas][-ant], 
dz o nh o mh a	-6.628	-15.57	8	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+sonorant,-cont], [+wb][][+wb], [+lab][][+wb], 
b o g e sv a	-6.858	-15.8	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	[], [-ant][], [+voice][-voice,+cor], [+wb][+syll,+back][-back], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-cont,-sg,+lab][-high], 
d o t a ny a	-6.326	-15.268	8	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [+wb][+back][+wb], [+sonorant,-cont], [+voice][-voice,+cor], [-low][+low][+back], [-nas][-ant], [-low][-delrel,+cor][+low], 
ny i dz o v a	-9.333	-18.276	8	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [+wb][-syll,+sonorant], [+lab][][+wb], 
w e w u t a	-8.688	-17.63	8	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	[], [+high][-high], [-syll,-cons], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+syll,-low][-cons], [-low][-delrel,+cor][+low], 
g a k a nh a	-2.815	-11.757	8	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+wb][+wb], [+sg], [+sonorant,-cont], 
j o s i v a	-10.696	-19.638	8	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+voice][-voice,+cor], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [+lab][][+wb], 
ch o ch u z a	-6.087	-15.029	8	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
m a dh u f a	-7.506	-16.448	8	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	[], [+sg], [-wb][+lab], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
f o dh a s a	-7.466	-16.408	8	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [+wb][+back][+wb], [+voice][-voice,+cor], [-low][+low][+back], [-low][-delrel,+cor][+low], 
bh u s u n a	-5.49	-14.432	8	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [+sonorant,-cont], [+voice][-voice,+cor], [+syll,+high][], [+sonorant,-sg,+ant][+low], 
dzv e p u b a	-9.167	-18.109	8	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+lab][][+wb], 
t i ny e ny a	-4.528	-13.471	8	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [+high][-high], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [-nas][-ant], 
vh i n i j a	-6.294	-15.236	8	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
s i t a tsv a	-7.087	-16.029	8	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+ant,-secart][-wb], [+wb][-back][+wb], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [-low][-delrel,+cor][+low], 
vh a dy i h a	-12.42	-21.363	8	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+wb][-back][+wb], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
sv u h u k a	-3.528	-12.471	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+syll,+high][], 
N e nh e bh a	-10.745	-19.687	8	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+sonorant,-cont], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [+lab][][+wb], 
g i f i d a	-4.452	-13.394	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	[], [-wb][+lab], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [-low][-delrel,+cor][+low], 
vh e ty a dh a	-14.728	-23.67	8	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+wb][-back][+wb], [+voice][-voice,+cor], [+cont,+voice][], [-cont,+secart][], [-low][+low][+back], [-nas][-ant], [-low][-delrel,+cor][+low], 
bh i sh i ts a	-8.194	-17.136	8	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+voice][-voice,+cor], [+syll,+high][], [-voice][-voice,+ant,-secart], [-nas][-ant], 
j a tsv e zh a	-14.345	-23.288	8	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+wb][-back][+wb], [+voice][-voice,+cor], [+cont,+voice][], [-cont,+secart][], [+low][-low], [-nas][-ant], 
s e dz u mh a	-6.571	-15.513	8	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+lab][][+wb], 
h u dz e N a	-8.435	-17.378	8	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+high][-high], [+sonorant,-cont], [+syll,+high][], [+wb][+syll,+back][-back], [+cons,+sonorant,+dor][+sonorant], 
vh e f e ch a	-8.074	-17.016	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-wb][+lab], [+cont,+voice][], [-wb][-voice,+lab], [-nas][-ant], 
r a bv o f a	-10.315	-19.257	8	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	[], [+wb][+back][+wb], [-wb][+lab], [+delrel,+lab], [+low][-low], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
bv a ts i ty a	-10.278	-19.22	8	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	[], [-ant][], [+ant,-secart][-wb], [+wb][-back][+wb], [+voice][-voice,+cor], [+delrel,+lab], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [-cont,-sg,+lab][-high], [-low][-delrel,+cor][+low], 
tsv e r o vh a	-22.294	-31.237	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+wb][-back][+back], [+cont,+voice][], [-cont,+secart][], [-back][+back], [+lab][][+wb], 
zv e s u ch a	-8.998	-17.94	8	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
ts a w i dzv a	-6.425	-15.367	8	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
dz i b u mh a	-7.946	-16.888	8	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [+lab][][+wb], 
dy o dy e dz a	-9.138	-18.08	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-cont,+secart][], [+wb][+syll,+back][-back], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
dz i zv a ny a	-6.901	-15.843	8	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
nh u zv u dzv a	-11.248	-20.191	8	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], 
tsv u N a vh a	-11.669	-20.611	8	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [+wb][+high,+back][+wb], [-cont,+secart][], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], [+lab][][+wb], 
mh e dzv u ty a	-15.832	-24.774	8	0	0	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	[], [-ant][], [+sg], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
f e vh i b a	-8.883	-17.825	8	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-wb][+lab], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+lab][][+wb], 
j i p o p a	-10.447	-19.389	8	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [+wb][-back][+back], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
ts u v a v a	-5.837	-14.779	8	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-wb][+lab], [+ant,-secart][-wb], [+cont,+voice][], [+wb][+high,+back][+wb], [+syll,+high][], [+lab][][+wb], 
s i f a r a	-3.527	-12.469	8	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+ant,-secart][-wb], [+wb][-back][+wb], [+syll,+high][], [-wb][-voice,+lab], 
ts u t e zv a	-7.668	-16.611	8	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+ant,-secart][-wb], [+cont,+voice][], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], 
y a sh i w a	-9.598	-18.54	8	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	[], [-ant][], [-syll,-cons], [+syll,+high][], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], [+syll,-low][-cons], [+lab][][+wb], 
m a j i ny a	-5.799	-14.741	8	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [+wb][][+wb], [-nas][-ant], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], 
ch a zh e mh a	-12.685	-21.628	8	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	[], [-ant][], [+sg], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+low][-low], [-nas][-ant], [+lab][][+wb], 
s e r o N a	-17.532	-26.475	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+wb][-back][+back], [-back][+back], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], 
ch o bv u dy a	-10.154	-19.096	8	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+wb][+back][+wb], [-wb][+lab], [+delrel,+lab], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
mh a nh o m a	-12.408	-21.351	8	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [+low][-low], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
ch o k u sv a	-4.687	-13.629	8	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [+syll,+high][], [-nas][-ant], 
d u zh a w a	-6.513	-15.455	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	[], [-ant][], [-syll,-cons], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [+lab][][+wb], 
n a f a v a	-7.259	-16.201	8	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	[], [+wb][+wb], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], [+lab][][+wb], 
bh a j i y a	-8.352	-17.295	8	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	[], [-ant][], [+sg], [-syll,-cons], [+syll,+high][], [-nas][-ant], [+syll,-low][-cons], 
zv i bv e sv a	-9.681	-18.624	8	0	0	2	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	[], [-ant][], [+high][-high], [-wb][+lab], [+voice][-voice,+cor], [+delrel,+lab], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [-cont,-sg,+lab][-high], 
mh u ny o k a	-7.857	-16.799	8	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], 
h u h i dy a	-12.771	-21.713	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+sg], [-cont,+secart][], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
n u t e ch a	-6.023	-14.966	8	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+sonorant,-cont], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], [+wb][-syll,+sonorant], 
y u ts a z a	-6.101	-15.043	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-syll,-cons], [+ant,-secart][-wb], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [+wb][-syll,+sonorant], 
y i k a z a	-3.536	-12.479	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-syll,-cons], [+cont,+voice][], [+syll,+high][], [+wb][-syll,+sonorant], 
t e b i N a	-6.255	-15.197	8	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+sonorant,-cont], [-high][+high,-back], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], 
ny o g u m a	-5.607	-14.549	8	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [+wb][+back][+wb], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
N e zh i dh a	-13.382	-22.324	8	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [+sg], [+sonorant,-cont], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
dzv e ch u j a	-10.484	-19.426	8	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+voice][-voice,+cor], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
dh u n a sh a	-8.258	-17.201	8	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	[], [-ant][], [+sg], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][+high,+back][+wb], [+syll,+high][], [-nas][-ant], [+sonorant,-sg,+ant][+low], 
r a d u mh a	-6.789	-15.731	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], [+wb][][+wb], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+lab][][+wb], 
dz i ch a mh a	-9.765	-18.707	8	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	[], [-ant][], [+sg], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+wb], [+voice][-voice,+cor], [+syll,+high][], [-nas][-ant], [+lab][][+wb], 
mh i nh a k a	-6.629	-15.572	8	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], 
zh e vh e g a	-7.703	-16.645	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-wb][+lab], [+cont,+voice][], [-nas][-delrel,+voice,-sg], 
z u tsv u h a	-10.729	-19.672	8	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+ant,-secart][-wb], [+voice][-voice,+cor], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
tsv u bh u p a	-8.463	-17.405	8	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [-cont,+secart][], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
